Customer_ID,Customer_Name,Gender,Age,City,Segment,Plan_Type,Call_Minutes,SMS_Count,Data_Usage_GB,Monthly_Charge,Revenue,Cost,Profit,ARPU,Usage_Pattern,Profitability_Score,Rule_Date
CUST0172,Deepak Iyer,Female,51,Jaipur,Premium,Prepaid,654.1,234,10.66,399,14430.25,12552.16,1878.0900000000001,901.89,High,45,2025-10-01
CUST0173,Priya Sharma,Male,23,Hyderabad,Business,Postpaid,72.8,296,14.46,499,18102.71,15477.25,2625.459999999999,1131.42,Medium,35,2025-10-01
CUST0174,Deepak Reddy,Female,35,Pune,Business,Prepaid,269.7,189,13.93,299,7062.37,3230.65,3831.72,371.7,Medium,30,2025-10-01
CUST0175,Arjun Pillai,Female,36,Kochi,Retail,Postpaid,349.7,69,21.87,399,6511.69,2304.86,4206.83,500.9,High,30,2025-10-01
CUST0176,Rahul Rao,Female,23,Lucknow,Business,Postpaid,394.3,213,3.41,499,4307.58,-840.59,5148.17,287.17,Low,10,2025-10-01
CUST0177,Arjun Sharma,Male,23,Delhi,Business,Prepaid,624.8,182,13.18,499,19780.21,15743.88,4036.33,1098.9,High,60,2025-10-01
CUST0178,Priya Patel,Male,20,Pune,Retail,Prepaid,683.5,243,27.34,1599,4571.6,-379.97,4951.570000000001,326.54,High,55,2025-10-01
CUST0179,Rahul Sharma,Female,46,Lucknow,Retail,Postpaid,402.9,227,25.09,1299,10461.74,8588.89,1872.8500000000004,653.86,High,45,2025-10-01
CUST0180,Karthik Pillai,Male,59,Delhi,Premium,Prepaid,556.7,14,10.1,1299,19563.95,16312.12,3251.83,1029.68,High,80,2025-10-01
CUST0181,Rajesh Sharma,Female,48,Jaipur,Premium,Prepaid,440.3,275,17.2,699,7093.41,3875.02,3218.39,709.34,High,55,2025-10-01
CUST0182,Neha Reddy,Male,43,Pune,Premium,Postpaid,472.6,104,17.0,1299,13918.71,12137.64,1781.0699999999997,695.94,High,55,2025-10-01
CUST0183,Rahul Pillai,Female,45,Pune,Business,Postpaid,567.0,90,6.28,499,4739.34,3368.08,1371.2600000000002,430.85,High,15,2025-10-01
CUST0184,Priya Iyer,Female,23,Delhi,Premium,Postpaid,482.3,120,20.62,399,10148.74,8372.33,1776.4099999999999,596.98,High,45,2025-10-01
CUST0185,Neha Sharma,Female,40,Pune,Premium,Prepaid,89.1,101,27.16,299,12601.12,11179.07,1422.050000000001,787.57,High,30,2025-10-01
CUST0186,Priya Patel,Female,25,Bangalore,Business,Postpaid,359.1,161,20.3,1599,11247.55,9002.52,2245.029999999999,749.84,High,30,2025-10-01
CUST0187,Anjali Mehta,Female,35,Pune,Retail,Prepaid,276.5,259,21.94,499,15507.1,14527.75,979.3500000000004,1107.65,High,35,2025-10-01
CUST0188,Meena Reddy,Female,37,Hyderabad,Business,Prepaid,179.4,157,8.74,899,7686.79,5117.27,2569.5199999999995,512.45,Medium,0,2025-10-01
CUST0189,Priya Mehta,Female,35,Lucknow,Business,Postpaid,596.4,232,17.22,499,17590.48,16820.02,770.4599999999991,1353.11,High,50,2025-10-01
CUST0190,Rajesh Sharma,Female,52,Delhi,Retail,Prepaid,645.6,90,14.44,499,9772.73,8804.64,968.0900000000001,751.75,High,35,2025-10-01
CUST0191,Sneha Rao,Female,42,Kolkata,Premium,Postpaid,91.6,229,1.6,299,5343.34,1471.43,3871.91,267.17,Low,10,2025-10-01
CUST0192,Sneha Rao,Male,21,Hyderabad,Premium,Prepaid,96.7,101,27.26,699,17198.89,15126.6,2072.289999999999,955.49,High,30,2025-10-01
CUST0193,Anjali Kumar,Female,42,Mumbai,Retail,Postpaid,272.4,98,23.52,1299,15862.39,10858.99,5003.4,1442.04,High,55,2025-10-01
CUST0194,Deepak Reddy,Female,41,Hyderabad,Retail,Prepaid,555.6,78,24.32,499,18893.67,17342.12,1551.5499999999993,1717.61,High,50,2025-10-01
CUST0195,Rajesh Joshi,Male,60,Kolkata,Premium,Prepaid,350.2,53,18.9,699,18373.27,14931.39,3441.880000000001,1148.33,High,55,2025-10-01
CUST0196,Sneha Mehta,Male,31,Bangalore,Business,Prepaid,622.5,20,28.09,899,9644.78,4418.43,5226.35,642.99,High,45,2025-10-01
CUST0197,Arjun Mehta,Male,57,Delhi,Retail,Postpaid,235.5,34,26.17,1599,4095.44,2920.98,1174.46,315.03,High,30,2025-10-01
CUST0198,Karthik Verma,Male,28,Jaipur,Business,Postpaid,598.1,155,23.76,299,18470.33,15159.23,3311.100000000002,1847.03,High,60,2025-10-01
CUST0199,Karthik Mehta,Male,54,Chennai,Retail,Postpaid,406.9,44,26.91,1299,16607.22,15444.16,1163.0600000000013,922.62,High,45,2025-10-01
CUST0200,Deepak Reddy,Female,60,Bangalore,Premium,Postpaid,660.5,26,6.7,1599,7232.18,1765.95,5466.2300000000005,452.01,High,45,2025-10-01
CUST0201,Rahul Reddy,Female,44,Pune,Premium,Postpaid,504.6,140,1.49,399,12728.27,6757.91,5970.360000000001,1157.12,High,50,2025-10-01
CUST0202,Deepak Patel,Male,53,Kochi,Retail,Postpaid,143.9,290,14.33,1599,7873.7,3501.78,4371.92,492.11,Medium,40,2025-10-01
CUST0203,Deepak Sharma,Female,43,Mumbai,Business,Postpaid,671.2,266,24.07,499,4739.23,1373.77,3365.4599999999996,430.84,High,45,2025-10-01
CUST0204,Arjun Sharma,Male,30,Kolkata,Business,Prepaid,56.5,201,16.54,1299,10863.01,5159.82,5703.1900000000005,639.0,High,40,2025-10-01
CUST0205,Deepak Patel,Female,31,Jaipur,Premium,Postpaid,129.4,155,7.24,299,11675.08,9351.14,2323.9400000000005,778.34,Medium,10,2025-10-01
CUST0206,Sneha Pillai,Female,25,Kochi,Business,Prepaid,661.3,54,13.09,399,16972.81,12059.86,4912.950000000001,893.31,High,45,2025-10-01
CUST0207,Arjun Rao,Female,51,Kochi,Premium,Prepaid,246.7,70,17.97,399,9960.32,8960.72,999.6000000000004,711.45,High,30,2025-10-01
CUST0208,Deepak Reddy,Male,44,Jaipur,Retail,Prepaid,430.5,120,7.71,899,17312.72,15221.01,2091.710000000001,1573.88,High,30,2025-10-01
CUST0209,Priya Joshi,Female,59,Lucknow,Premium,Prepaid,288.6,280,7.71,699,18012.88,16379.72,1633.1600000000017,1000.72,Medium,25,2025-10-01
CUST0210,Anjali Patel,Female,53,Chennai,Retail,Postpaid,240.7,101,12.1,1299,12113.15,10608.28,1504.869999999999,865.23,Medium,30,2025-10-01
CUST0211,Arjun Mehta,Male,31,Mumbai,Retail,Prepaid,260.5,170,26.75,1099,7601.03,5425.03,2176.0,380.05,High,30,2025-10-01
CUST0212,Priya Sharma,Male,44,Delhi,Premium,Prepaid,617.4,123,9.15,699,17514.75,16840.72,674.0299999999988,1459.56,High,40,2025-10-01
CUST0213,Priya Pillai,Male,35,Chennai,Business,Postpaid,451.7,278,29.6,1599,12013.55,9794.47,2219.08,1201.36,High,60,2025-10-01
CUST0214,Anjali Mehta,Male,55,Pune,Business,Postpaid,476.2,144,16.2,1599,10342.3,5975.94,4366.36,646.39,High,55,2025-10-01
CUST0215,Anjali Patel,Female,39,Bangalore,Business,Postpaid,454.5,32,16.74,1099,16995.15,13250.91,3744.2400000000016,1545.01,High,70,2025-10-01
CUST0216,Rajesh Reddy,Female,53,Hyderabad,Business,Prepaid,58.5,245,10.94,1299,10550.77,6810.59,3740.1800000000003,959.16,Medium,40,2025-10-01
CUST0217,Priya Pillai,Female,56,Jaipur,Business,Prepaid,177.4,182,18.78,399,3086.99,-141.94,3228.93,280.64,High,30,2025-10-01
CUST0218,Anjali Patel,Male,51,Hyderabad,Premium,Postpaid,341.9,185,24.18,299,18808.82,15726.9,3081.92,1175.55,High,55,2025-10-01
CUST0219,Meena Iyer,Female,50,Jaipur,Premium,Postpaid,293.3,45,5.09,1299,7623.56,6953.63,669.9300000000003,586.43,Medium,20,2025-10-01
CUST0220,Rajesh Verma,Male,57,Bangalore,Retail,Prepaid,370.4,14,22.89,1099,8724.17,7493.88,1230.29,545.26,High,30,2025-10-01
CUST0221,Meena Joshi,Male,47,Kochi,Business,Postpaid,67.7,203,12.87,1099,15842.46,10830.83,5011.629999999999,1218.65,Medium,55,2025-10-01
CUST0222,Rajesh Reddy,Female,53,Pune,Business,Prepaid,596.4,21,25.5,1299,5789.87,5051.41,738.46,340.58,High,45,2025-10-01
CUST0223,Rajesh Reddy,Female,25,Jaipur,Retail,Prepaid,234.7,49,27.73,499,16518.94,12988.62,3530.319999999998,1032.43,High,45,2025-10-01
CUST0224,Arjun Iyer,Female,31,Jaipur,Retail,Prepaid,524.4,85,13.37,899,9620.51,3922.06,5698.450000000001,687.18,High,45,2025-10-01
CUST0225,Deepak Reddy,Male,37,Chennai,Retail,Postpaid,542.1,258,17.15,699,11143.04,6845.25,4297.790000000001,557.15,High,45,2025-10-01
CUST0226,Rajesh Joshi,Female,51,Chennai,Business,Prepaid,230.7,86,20.58,499,19379.37,14647.31,4732.0599999999995,1211.21,High,45,2025-10-01
CUST0227,Rahul Patel,Female,23,Pune,Premium,Postpaid,128.5,254,15.22,899,12156.12,7404.19,4751.930000000001,639.8,High,40,2025-10-01
CUST0228,Anjali Verma,Male,57,Jaipur,Retail,Postpaid,374.4,138,10.04,399,12831.73,9917.53,2914.199999999999,754.81,Medium,20,2025-10-01
CUST0229,Rajesh Reddy,Female,33,Jaipur,Business,Prepaid,401.6,64,21.09,299,12929.08,9246.51,3682.5699999999997,760.53,High,45,2025-10-01
CUST0230,Sneha Reddy,Male,55,Mumbai,Business,Prepaid,255.2,12,26.14,1599,18986.15,14101.74,4884.410000000002,1582.18,High,55,2025-10-01
CUST0231,Anjali Reddy,Male,57,Delhi,Business,Prepaid,615.0,172,16.35,1299,6266.92,3572.69,2694.23,447.64,High,45,2025-10-01
CUST0232,Meena Joshi,Male,20,Kolkata,Retail,Postpaid,268.0,275,20.69,299,4368.68,2786.26,1582.42,436.87,High,20,2025-10-01
CUST0233,Deepak Pillai,Female,59,Delhi,Retail,Prepaid,301.8,75,10.12,499,18951.66,14549.47,4402.1900000000005,1353.69,Medium,45,2025-10-01
CUST0234,Priya Rao,Female,31,Delhi,Premium,Prepaid,591.3,171,24.08,1299,13741.29,9404.1,4337.1900000000005,916.09,High,65,2025-10-01
CUST0235,Arjun Rao,Male,23,Kolkata,Business,Prepaid,332.4,141,16.44,1299,14269.95,10165.47,4104.480000000001,839.41,High,40,2025-10-01
CUST0236,Karthik Patel,Male,42,Hyderabad,Retail,Postpaid,420.1,126,19.85,899,8041.77,2958.41,5083.360000000001,446.77,High,45,2025-10-01
CUST0237,Meena Sharma,Male,22,Lucknow,Retail,Postpaid,612.1,64,6.0,399,3377.23,1255.22,2122.01,259.79,High,15,2025-10-01
CUST0238,Neha Sharma,Female,24,Mumbai,Retail,Postpaid,692.4,153,24.76,499,19916.73,13944.81,5971.92,1422.62,High,60,2025-10-01
CUST0239,Deepak Reddy,Male,24,Pune,Retail,Prepaid,345.2,212,24.96,299,14958.97,12697.63,2261.34,997.26,High,20,2025-10-01
CUST0240,Anjali Verma,Male,31,Kolkata,Business,Prepaid,453.0,225,5.66,1299,7941.05,4985.05,2956.0,567.22,High,25,2025-10-01
CUST0241,Karthik Reddy,Male,30,Delhi,Retail,Postpaid,480.9,78,14.62,899,3292.11,-419.45,3711.56,219.47,High,45,2025-10-01
CUST0242,Arjun Rao,Male,28,Jaipur,Premium,Postpaid,592.8,290,19.94,499,3644.64,-652.19,4296.83,303.72,High,55,2025-10-01
CUST0243,Rajesh Rao,Female,26,Delhi,Premium,Postpaid,236.3,64,9.63,399,9140.82,6191.24,2949.58,537.7,Medium,10,2025-10-01
CUST0244,Neha Sharma,Female,58,Bangalore,Business,Postpaid,565.9,131,4.32,1099,11090.11,6359.91,4730.200000000001,616.12,High,35,2025-10-01
CUST0245,Arjun Iyer,Male,37,Jaipur,Business,Postpaid,559.3,172,22.92,399,10629.42,7751.44,2877.9800000000005,1062.94,High,50,2025-10-01
CUST0246,Priya Sharma,Male,42,Jaipur,Retail,Prepaid,307.0,198,3.78,699,6687.68,1503.12,5184.56,417.98,Low,10,2025-10-01
CUST0247,Meena Kumar,Female,39,Jaipur,Business,Postpaid,477.7,130,9.94,1599,5539.56,2206.36,3333.2000000000003,325.86,High,35,2025-10-01
CUST0248,Meena Verma,Female,47,Delhi,Business,Postpaid,302.7,60,12.75,899,11529.82,8628.73,2901.09,678.22,Medium,20,2025-10-01
CUST0249,Rajesh Kumar,Female,43,Mumbai,Retail,Prepaid,659.6,287,19.1,699,14489.04,12936.72,1552.3200000000015,1034.93,High,50,2025-10-01
CUST0250,Deepak Patel,Female,47,Jaipur,Retail,Postpaid,436.3,68,23.36,399,5107.83,3462.04,1645.79,425.65,High,35,2025-10-01
CUST0251,Neha Sharma,Male,54,Kolkata,Retail,Prepaid,336.5,183,6.53,899,11367.87,5521.87,5846.000000000001,598.31,Medium,10,2025-10-01
CUST0252,Priya Mehta,Male,21,Delhi,Premium,Prepaid,441.2,68,11.69,299,6795.03,1220.38,5574.65,617.73,High,55,2025-10-01
CUST0253,Karthik Rao,Female,35,Kochi,Retail,Postpaid,328.3,145,13.02,1299,3653.33,1289.3,2364.0299999999997,281.03,Medium,30,2025-10-01
CUST0254,Karthik Pillai,Female,56,Lucknow,Business,Prepaid,397.5,70,18.5,299,17626.13,11682.29,5943.84,1468.84,High,45,2025-10-01
CUST0255,Arjun Verma,Female,30,Hyderabad,Retail,Prepaid,156.6,280,12.21,399,14621.35,12295.2,2326.1499999999996,913.83,Medium,20,2025-10-01
CUST0256,Arjun Pillai,Male,40,Pune,Business,Prepaid,530.9,182,9.99,1099,16076.38,11951.06,4125.32,1004.77,High,50,2025-10-01
CUST0257,Sneha Joshi,Male,24,Mumbai,Premium,Prepaid,66.7,64,28.21,1599,14621.92,13958.75,663.1700000000001,1124.76,High,55,2025-10-01
CUST0258,Meena Patel,Female,21,Hyderabad,Premium,Postpaid,655.2,252,6.9,1299,3850.21,-1737.73,5587.9400000000005,256.68,High,45,2025-10-01
CUST0259,Meena Mehta,Female,21,Kochi,Retail,Postpaid,291.8,98,28.62,399,8850.63,4275.97,4574.659999999999,590.04,High,30,2025-10-01
CUST0260,Neha Iyer,Female,49,Delhi,Business,Prepaid,196.9,253,14.44,299,11133.7,10314.31,819.3900000000012,795.26,Medium,20,2025-10-01
CUST0261,Neha Joshi,Female,58,Pune,Business,Prepaid,210.4,236,7.2,899,8091.01,7040.17,1050.8400000000001,449.5,Medium,0,2025-10-01
CUST0262,Sneha Rao,Male,40,Pune,Business,Prepaid,237.3,87,20.22,899,16863.72,14802.96,2060.760000000002,1533.07,High,35,2025-10-01
CUST0263,Meena Iyer,Male,44,Mumbai,Premium,Prepaid,89.5,195,9.09,1299,5534.02,3450.08,2083.9400000000005,553.4,Medium,20,2025-10-01
CUST0264,Karthik Reddy,Female,57,Lucknow,Retail,Prepaid,604.2,182,13.54,1299,18552.26,15047.73,3504.529999999999,927.61,High,55,2025-10-01
CUST0265,Arjun Verma,Female,54,Chennai,Business,Prepaid,317.5,220,3.38,699,15653.14,12670.7,2982.4399999999987,1423.01,Low,15,2025-10-01
CUST0266,Sneha Sharma,Male,41,Lucknow,Premium,Prepaid,177.6,261,18.02,399,6195.28,3603.26,2592.0199999999995,364.43,High,30,2025-10-01
CUST0267,Sneha Verma,Male,54,Kochi,Retail,Prepaid,239.3,203,3.53,899,4997.6,1589.55,3408.05,499.76,Low,10,2025-10-01
CUST0268,Sneha Verma,Female,49,Bangalore,Premium,Prepaid,430.8,106,24.63,699,12121.15,9651.47,2469.6800000000003,606.06,High,45,2025-10-01
CUST0269,Neha Rao,Female,60,Pune,Premium,Postpaid,644.1,83,20.46,499,13735.18,10301.64,3433.540000000001,858.45,High,55,2025-10-01
CUST0270,Neha Kumar,Female,24,Kolkata,Retail,Postpaid,659.6,16,18.8,399,6690.0,3104.2,3585.8,514.62,High,45,2025-10-01
CUST0271,Priya Rao,Female,56,Lucknow,Retail,Postpaid,51.5,282,9.78,299,5132.52,-91.15,5223.67,466.59,Medium,10,2025-10-01
CUST0272,Sneha Verma,Male,22,Kolkata,Premium,Prepaid,272.6,79,13.99,1099,15673.09,14057.02,1616.0699999999997,1044.87,Medium,55,2025-10-01
CUST0273,Neha Verma,Male,31,Bangalore,Business,Prepaid,442.1,91,19.16,699,9375.67,7611.61,1764.0600000000004,520.87,High,35,2025-10-01
CUST0274,Deepak Patel,Male,31,Jaipur,Retail,Prepaid,235.4,300,6.67,299,5418.5,2050.66,3367.84,301.03,Medium,10,2025-10-01
CUST0275,Neha Rao,Male,25,Kolkata,Business,Postpaid,263.0,144,22.73,499,18590.34,17423.97,1166.369999999999,1549.19,High,35,2025-10-01
CUST0276,Anjali Mehta,Female,45,Kochi,Premium,Prepaid,309.9,212,24.18,899,13880.48,12392.51,1487.9699999999993,1388.05,High,45,2025-10-01
CUST0277,Meena Pillai,Female,23,Bangalore,Retail,Postpaid,147.3,41,8.32,899,9220.21,4764.58,4455.629999999999,461.01,Medium,10,2025-10-01
CUST0278,Rajesh Rao,Female,54,Kolkata,Business,Postpaid,521.7,115,18.85,1599,13315.21,8830.82,4484.389999999999,665.76,High,55,2025-10-01
CUST0279,Karthik Reddy,Male,30,Bangalore,Retail,Prepaid,356.5,263,24.79,499,11563.59,10639.24,924.3500000000004,680.21,High,20,2025-10-01
CUST0280,Neha Verma,Female,43,Kochi,Business,Postpaid,576.8,78,4.21,1099,4731.1,2155.46,2575.6400000000003,278.3,High,25,2025-10-01
CUST0281,Priya Patel,Male,20,Pune,Premium,Prepaid,422.9,260,2.05,699,13358.46,10599.7,2758.7599999999984,742.14,High,25,2025-10-01
CUST0282,Rahul Kumar,Female,45,Kolkata,Premium,Postpaid,523.7,83,22.8,1599,15750.32,10148.77,5601.549999999999,1312.53,High,80,2025-10-01
CUST0283,Rajesh Rao,Male,39,Chennai,Retail,Postpaid,692.8,193,28.19,1299,10219.33,6995.92,3223.41,638.71,High,55,2025-10-01
CUST0284,Rajesh Iyer,Male,36,Chennai,Premium,Postpaid,150.1,38,21.73,299,12369.14,10780.39,1588.75,951.47,High,30,2025-10-01
CUST0285,Meena Reddy,Female,59,Kolkata,Premium,Prepaid,80.4,126,9.42,1099,5260.11,429.07,4831.04,263.01,Medium,30,2025-10-01
CUST0286,Neha Joshi,Male,25,Pune,Business,Postpaid,301.8,114,26.25,299,18212.79,15392.02,2820.7700000000004,1071.34,High,35,2025-10-01
CUST0287,Neha Patel,Male,54,Chennai,Business,Postpaid,217.7,147,19.87,899,9417.84,3964.32,5453.52,672.7,High,30,2025-10-01
CUST0288,Anjali Verma,Female,42,Lucknow,Retail,Prepaid,448.1,228,21.96,1599,16443.36,13715.97,2727.3900000000012,1264.87,High,60,2025-10-01
CUST0289,Meena Pillai,Female,29,Pune,Business,Prepaid,694.4,142,26.6,399,16435.55,13436.69,2998.8599999999988,1173.97,High,50,2025-10-01
CUST0290,Arjun Pillai,Male,30,Pune,Business,Prepaid,496.9,63,17.66,1599,17265.47,16618.32,647.1500000000015,1328.11,High,60,2025-10-01
CUST0291,Arjun Joshi,Male,27,Chennai,Business,Postpaid,72.6,132,16.76,299,9832.45,5940.58,3891.870000000001,819.37,High,30,2025-10-01
CUST0292,Neha Patel,Male,37,Delhi,Premium,Prepaid,338.5,146,5.6,399,19502.7,15430.53,4072.17,1026.46,Medium,35,2025-10-01
CUST0293,Deepak Pillai,Male,49,Hyderabad,Retail,Postpaid,195.3,115,13.99,399,10138.18,9447.36,690.8199999999997,533.59,Medium,20,2025-10-01
CUST0294,Arjun Kumar,Male,22,Delhi,Business,Postpaid,155.0,284,18.49,1299,9306.79,4836.85,4469.9400000000005,775.57,High,40,2025-10-01
CUST0295,Arjun Joshi,Female,48,Kochi,Premium,Prepaid,393.5,103,8.9,299,3626.83,1799.48,1827.35,329.71,Medium,10,2025-10-01
CUST0296,Anjali Pillai,Male,22,Kochi,Retail,Postpaid,636.2,133,20.94,499,9105.45,3336.05,5769.400000000001,569.09,High,45,2025-10-01
CUST0297,Rajesh Reddy,Male,31,Delhi,Premium,Postpaid,462.8,283,27.78,499,17214.59,12628.68,4585.91,1147.64,High,70,2025-10-01
CUST0298,Karthik Rao,Female,41,Bangalore,Business,Prepaid,320.0,59,3.91,399,7101.85,5625.39,1476.46,355.09,Low,0,2025-10-01
CUST0299,Karthik Iyer,Female,30,Pune,Business,Prepaid,407.6,187,15.53,1099,7420.98,5535.09,1885.8899999999994,390.58,High,45,2025-10-01
CUST0300,Neha Sharma,Female,24,Jaipur,Business,Prepaid,607.7,203,24.16,1099,18161.31,14328.84,3832.470000000001,1816.13,High,70,2025-10-01
CUST0301,Deepak Rao,Male,21,Kolkata,Business,Prepaid,227.7,40,23.16,1299,3582.96,1084.46,2498.5,238.86,High,30,2025-10-01
CUST0302,Deepak Reddy,Male,39,Bangalore,Business,Prepaid,268.6,194,7.54,699,16899.08,14537.44,2361.6400000000012,938.84,Medium,0,2025-10-01
CUST0303,Rahul Iyer,Male,36,Mumbai,Retail,Prepaid,339.5,148,1.55,1599,8113.41,7331.91,781.5,507.09,Low,10,2025-10-01
CUST0304,Priya Kumar,Female,27,Chennai,Premium,Prepaid,505.7,178,7.76,1599,11502.39,5830.24,5672.15,821.6,High,45,2025-10-01
CUST0305,Arjun Joshi,Male,36,Kolkata,Premium,Prepaid,333.4,31,27.18,399,9603.97,8260.44,1343.5299999999988,800.33,High,30,2025-10-01
CUST0306,Neha Iyer,Male,44,Bangalore,Retail,Postpaid,347.8,92,17.15,1099,13908.21,9617.61,4290.5999999999985,1159.02,High,55,2025-10-01
CUST0307,Arjun Reddy,Male,36,Hyderabad,Premium,Prepaid,73.3,187,16.65,1299,7031.8,4603.06,2428.74,390.66,High,40,2025-10-01
CUST0308,Meena Joshi,Female,33,Mumbai,Retail,Prepaid,169.1,92,8.32,1099,6825.69,2072.75,4752.94,682.57,Medium,20,2025-10-01
CUST0309,Anjali Mehta,Male,21,Mumbai,Premium,Prepaid,604.3,152,9.28,399,10729.26,6289.27,4439.99,766.38,High,35,2025-10-01
CUST0310,Rajesh Kumar,Male,27,Kochi,Business,Prepaid,234.6,74,5.33,1599,18610.05,14541.52,4068.529999999999,1550.84,Medium,35,2025-10-01
CUST0311,Sneha Kumar,Male,21,Kolkata,Retail,Postpaid,330.5,27,19.59,1099,3783.22,924.19,2859.0299999999997,189.16,High,30,2025-10-01
CUST0312,Arjun Pillai,Female,31,Kolkata,Retail,Postpaid,470.6,24,21.13,499,18625.53,14463.26,4162.269999999999,1432.73,High,60,2025-10-01
CUST0313,Anjali Sharma,Female,51,Kolkata,Premium,Prepaid,671.3,281,3.33,1299,18088.52,16388.18,1700.3400000000001,1507.38,High,50,2025-10-01
CUST0314,Karthik Kumar,Female,38,Hyderabad,Business,Prepaid,588.0,241,26.29,1599,13130.32,8561.98,4568.34,772.37,High,55,2025-10-01
CUST0315,Arjun Joshi,Female,35,Mumbai,Retail,Postpaid,555.1,269,19.16,699,17811.56,14907.78,2903.7800000000007,989.53,High,35,2025-10-01
CUST0316,Neha Joshi,Male,33,Lucknow,Retail,Prepaid,207.8,270,2.63,299,17216.5,13456.08,3760.42,1012.74,Low,25,2025-10-01
CUST0317,Rajesh Verma,Female,29,Bangalore,Premium,Postpaid,259.0,185,17.7,499,16508.39,11609.58,4898.8099999999995,1100.56,High,55,2025-10-01
CUST0318,Rahul Reddy,Male,42,Kolkata,Retail,Prepaid,610.0,156,21.32,899,10239.23,5227.73,5011.5,930.84,High,45,2025-10-01
CUST0319,Karthik Verma,Male,55,Kolkata,Retail,Prepaid,607.1,166,3.43,899,6098.7,2165.84,3932.8599999999997,381.17,High,25,2025-10-01
CUST0320,Neha Kumar,Male,59,Jaipur,Retail,Postpaid,79.3,69,22.3,899,6372.98,5204.33,1168.6499999999996,398.31,High,20,2025-10-01
CUST0321,Anjali Iyer,Male,28,Bangalore,Premium,Postpaid,424.8,274,11.91,1299,18647.79,16804.61,1843.1800000000003,981.46,High,55,2025-10-01
CUST0322,Priya Iyer,Female,42,Lucknow,Retail,Postpaid,634.9,10,18.92,699,7136.78,1386.72,5750.0599999999995,419.81,High,45,2025-10-01
CUST0323,Meena Mehta,Male,58,Delhi,Premium,Postpaid,383.0,178,23.95,1099,8338.73,2465.75,5872.98,758.07,High,50,2025-10-01
CUST0324,Neha Rao,Male,31,Hyderabad,Retail,Postpaid,633.7,124,7.0,399,9021.47,5296.71,3724.7599999999993,693.96,High,25,2025-10-01
CUST0325,Meena Patel,Male,44,Hyderabad,Retail,Prepaid,683.7,256,29.58,1099,16865.1,14634.33,2230.7699999999986,843.25,High,45,2025-10-01
CUST0326,Rahul Sharma,Female,50,Pune,Business,Prepaid,61.9,191,29.98,1599,16077.75,14725.54,1352.2099999999991,1071.85,High,45,2025-10-01
CUST0327,Deepak Kumar,Male,53,Kochi,Business,Prepaid,180.0,27,19.24,1099,19652.98,18253.35,1399.630000000001,1786.63,High,45,2025-10-01
CUST0328,Deepak Patel,Female,57,Kochi,Premium,Prepaid,505.9,116,13.22,499,16035.91,10954.71,5081.200000000001,1069.06,High,70,2025-10-01
CUST0329,Meena Verma,Male,51,Jaipur,Business,Postpaid,411.1,39,12.88,1599,6866.14,5340.79,1525.3500000000004,381.45,High,45,2025-10-01
CUST0330,Priya Verma,Female,40,Pune,Business,Prepaid,610.2,12,5.87,899,5734.15,2728.11,3006.0399999999995,358.38,High,25,2025-10-01
CUST0331,Karthik Rao,Female,32,Delhi,Premium,Prepaid,232.8,123,29.22,299,4502.29,3258.92,1243.37,321.59,High,30,2025-10-01
CUST0332,Meena Rao,Female,26,Pune,Retail,Prepaid,698.7,10,14.74,899,6818.15,1598.87,5219.28,681.81,High,45,2025-10-01
CUST0333,Neha Patel,Male,31,Hyderabad,Business,Postpaid,445.4,225,17.79,1299,5599.8,-120.07,5719.87,349.99,High,55,2025-10-01
CUST0334,Karthik Rao,Female,50,Mumbai,Premium,Prepaid,596.0,295,4.44,399,12351.33,9789.08,2562.25,882.24,High,25,2025-10-01
CUST0335,Rahul Rao,Male,37,Mumbai,Premium,Prepaid,574.4,270,13.44,899,18688.18,13967.88,4720.300000000001,1168.01,High,70,2025-10-01
CUST0336,Priya Joshi,Female,38,Chennai,Retail,Postpaid,424.7,69,26.68,899,18476.13,13715.49,4760.640000000001,1154.76,High,60,2025-10-01
CUST0337,Neha Mehta,Male,57,Kochi,Business,Postpaid,662.6,61,6.24,1299,4522.99,3206.92,1316.0699999999997,301.53,High,25,2025-10-01
CUST0338,Neha Rao,Female,39,Mumbai,Business,Prepaid,543.9,223,29.31,299,18307.69,14443.39,3864.2999999999993,963.56,High,45,2025-10-01
CUST0339,Meena Reddy,Male,26,Hyderabad,Business,Postpaid,614.5,250,1.71,399,3053.52,2072.02,981.5,234.89,High,15,2025-10-01
CUST0340,Rajesh Joshi,Male,39,Jaipur,Business,Postpaid,370.2,253,3.86,1099,7253.95,5790.07,1463.88,725.39,Low,10,2025-10-01
CUST0341,Rajesh Verma,Female,44,Kolkata,Premium,Postpaid,279.8,57,3.36,699,10576.97,5428.9,5148.07,556.68,Low,20,2025-10-01
CUST0342,Meena Joshi,Female,56,Hyderabad,Retail,Postpaid,514.6,156,4.81,399,14032.32,9124.31,4908.01,825.43,High,25,2025-10-01
CUST0343,Rahul Sharma,Female,57,Pune,Retail,Postpaid,381.2,27,15.94,699,3549.34,2678.35,870.9900000000002,177.47,High,20,2025-10-01
CUST0344,Sneha Sharma,Male,20,Kochi,Business,Postpaid,295.5,266,6.41,1299,19873.28,14743.38,5129.9,1806.66,Medium,35,2025-10-01
